ordinal,journey_kind,scheduled_at_unix_microseconds,offered_at_unix_microseconds,arrival_lag_microseconds,admission_status,admission_microseconds,completion_microseconds,authoritative_completion_microseconds,run_id,idempotency_replay_checked,idempotency_replay_passed,evidence_checked,evidence_passed,total_agent_runs,child_agent_runs,thread_events,workflow_instances,tool_calls,approvals,tool_attempts,error_class
5167,child-fanout,1785810418933201,1785810418934671,1470,201,7620120,8650987,7959447,run-root-105016,false,false,true,true,3,2,2,0,0,0,0,
5168,basic-agent-run,1785810418934629,1785810418935476,847,201,7362011,8392629,7427710,run-root-104912,false,false,true,true,1,0,2,0,0,0,0,
5169,basic-agent-run,1785810418936058,1785810418937840,1782,201,9474597,10500302,9512491,run-root-105748,false,false,true,true,1,0,2,0,0,0,0,
5170,basic-agent-run,1785810418937487,1785810418938027,540,201,9406542,10463660,9470054,run-root-105717,false,false,true,true,1,0,2,0,0,0,0,
5171,basic-agent-run,1785810418938915,1785810418940006,1091,201,7381181,8414085,7403773,run-root-104919,false,false,true,true,1,0,2,0,0,0,0,
5172,basic-agent-run,1785810418940344,1785810418941315,971,201,2066845,3234182,2126574,run-root-102846,false,false,true,true,1,0,2,0,0,0,0,
5173,basic-agent-run,1785810418941772,1785810418942968,1196,201,2056598,3202192,2076428,run-root-102840,false,false,true,true,1,0,2,0,0,0,0,
5174,basic-agent-run,1785810418943201,1785810418944376,1175,201,8220224,9252259,8314564,run-root-105256,false,false,true,true,1,0,2,0,0,0,0,
5175,basic-agent-run,1785810418944629,1785810418944913,284,201,7003605,8036620,7044372,run-root-104787,false,false,true,true,1,0,2,0,0,0,0,
5176,basic-agent-run,1785810418946058,1785810418946851,793,201,2071134,3241424,2154554,run-root-102855,false,false,true,true,1,0,2,0,0,0,0,
5177,basic-agent-run,1785810418947487,1785810418948307,820,201,8764324,9790951,8797468,run-root-105474,false,false,true,true,1,0,2,0,0,0,0,
5178,full-reference-journey,1785810418948915,1785810418951310,2395,201,2046384,3143769,2448098,run-root-102835,false,false,true,true,3,2,2,1,1,1,1,
5179,basic-agent-run,1785810418950344,1785810418951462,1118,201,9499849,10520439,9537367,run-root-105761,false,false,true,true,1,0,2,0,0,0,0,
5180,basic-agent-run,1785810418951772,1785810418952996,1224,201,2110752,3281664,2150720,run-root-102867,false,false,true,true,1,0,2,0,0,0,0,
5181,basic-agent-run,1785810418953201,1785810418953849,648,201,8770449,9795353,8815026,run-root-105479,false,false,true,true,1,0,2,0,0,0,0,
5182,basic-agent-run,1785810418954629,1785810418954826,197,201,2155793,3301060,2184243,run-root-102881,false,false,true,true,1,0,2,0,0,0,0,
5183,basic-agent-run,1785810418956058,1785810418957133,1075,201,8270521,9296920,8303427,run-root-105278,false,false,true,true,1,0,2,0,0,0,0,
