ordinal,journey_kind,scheduled_at_unix_microseconds,offered_at_unix_microseconds,arrival_lag_microseconds,admission_status,admission_microseconds,completion_microseconds,authoritative_completion_microseconds,run_id,idempotency_replay_checked,idempotency_replay_passed,evidence_checked,evidence_passed,total_agent_runs,child_agent_runs,thread_events,workflow_instances,tool_calls,approvals,tool_attempts,error_class
760,measured-agent-decision,1785823464667136,1785823464668254,1118,201,66571,1093035,118030,run-root-184813,false,false,true,true,1,0,2,1,0,0,0,
761,measured-agent-decision,1785823464673746,1785823464674704,958,201,82338,137893,115077,run-root-184815,false,false,true,true,1,0,2,1,0,0,0,
762,measured-agent-decision,1785823464680352,1785823464681122,770,201,69804,1104215,101479,run-root-184814,false,false,true,true,1,0,2,1,0,0,0,
763,measured-agent-decision,1785823464686953,1785823464688099,1146,201,75233,1132943,115343,run-root-184816,false,false,true,true,1,0,2,1,0,0,0,
764,measured-agent-decision,1785823464693551,1785823464694920,1369,201,73857,1125436,114839,run-root-184817,false,false,true,true,1,0,2,1,0,0,0,
765,measured-agent-decision,1785823464700144,1785823464701645,1501,201,65850,1118859,105120,run-root-184818,false,false,true,true,1,0,2,1,0,0,0,
766,measured-agent-decision,1785823464706732,1785823464707971,1239,201,62702,1112223,98706,run-root-184819,false,false,true,true,1,0,2,1,0,0,0,
767,measured-agent-decision,1785823464713317,1785823464713998,681,201,83306,1112504,118878,run-root-184821,false,false,true,true,1,0,2,1,0,0,0,
768,measured-agent-decision,1785823464719898,1785823464721262,1364,201,65329,1107111,100120,run-root-184820,false,false,true,true,1,0,2,1,0,0,0,
769,measured-agent-decision,1785823464726474,1785823464727507,1033,201,81221,1115754,115359,run-root-184823,false,false,true,true,1,0,2,1,0,0,0,
770,measured-agent-decision,1785823464733046,1785823464734637,1591,201,67357,1094081,116512,run-root-184822,false,false,true,true,1,0,2,1,0,0,0,
771,measured-agent-decision,1785823464739614,1785823464740245,631,201,61794,1089954,91136,run-root-184824,false,false,true,true,1,0,2,1,0,0,0,
772,measured-agent-decision,1785823464746178,1785823464747434,1256,201,59072,1086668,115118,run-root-184825,false,false,true,true,2,1,2,0,0,0,0,
773,measured-agent-decision,1785823464752737,1785823464753242,505,201,93337,1149226,169551,run-root-184827,false,false,true,true,2,1,2,0,0,0,0,
774,measured-agent-decision,1785823464759293,1785823464760784,1491,201,110959,1176872,248016,run-root-184830,false,false,true,true,2,1,2,0,0,0,0,
775,measured-agent-decision,1785823464765844,1785823464767348,1504,201,102361,1167981,272446,run-root-184828,false,false,true,true,2,1,2,0,0,0,0,
776,measured-agent-decision,1785823464772391,1785823464773787,1396,201,72660,1128648,145320,run-root-184826,false,false,true,true,2,1,2,0,0,0,0,
777,measured-agent-decision,1785823464778934,1785823464781047,2113,201,95615,1155121,244290,run-root-184832,false,false,true,true,2,1,2,0,0,0,0,
778,measured-agent-decision,1785823464785473,1785823464786351,878,201,95805,1156018,220122,run-root-184833,false,false,true,true,2,1,2,0,0,0,0,
779,measured-agent-decision,1785823464792008,1785823464793171,1163,201,71377,1146974,211556,run-root-184829,false,false,true,true,2,1,2,0,0,0,0,
780,measured-agent-decision,1785823464798539,1785823464799859,1320,201,74686,1140682,223640,run-root-184831,false,false,true,true,2,1,2,0,0,0,0,
781,measured-agent-decision,1785823464805065,1785823464806391,1326,201,72309,1129463,321027,run-root-184834,false,false,true,true,5,4,2,0,0,0,0,
782,measured-agent-decision,1785823464811588,1785823464812467,879,201,93680,1125341,121565,run-root-184837,false,false,true,true,1,0,2,0,0,0,0,
783,measured-agent-decision,1785823464818106,1785823464819142,1036,201,82452,1117859,348430,run-root-184835,false,false,true,true,5,4,2,0,0,0,0,
784,measured-agent-decision,1785823464824621,1785823464825488,867,201,69755,1110673,279958,run-root-184836,false,false,true,true,5,4,2,0,0,0,0,
785,measured-agent-decision,1785823464831131,1785823464832715,1584,201,92524,1143398,130901,run-root-184840,false,false,true,true,1,0,2,1,1,1,1,
786,measured-agent-decision,1785823464837638,1785823464839040,1402,201,84091,1121037,108202,run-root-184839,false,false,true,true,1,0,2,0,0,0,0,
787,measured-agent-decision,1785823464844140,1785823464845280,1140,201,69507,1096858,105063,run-root-184838,false,false,true,true,1,0,2,0,0,0,0,
788,measured-agent-decision,1785823464850638,1785823464851049,411,201,134608,212583,149510,run-root-184850,false,false,true,true,1,0,2,0,0,0,0,
789,measured-agent-decision,1785823464857132,1785823464858514,1382,201,125795,193347,137770,run-root-184849,false,false,true,true,1,0,2,0,0,0,0,
790,measured-agent-decision,1785823464863622,1785823464864178,556,201,100609,1134281,160596,run-root-184842,false,false,true,true,1,0,2,1,1,1,1,
791,measured-agent-decision,1785823464870109,1785823464871119,1010,201,95402,143474,114075,run-root-184843,false,false,true,true,1,0,2,0,0,0,0,
792,measured-agent-decision,1785823464876591,1785823464877044,453,201,88079,1123989,137566,run-root-184841,false,false,true,true,1,0,2,1,1,1,1,
793,measured-agent-decision,1785823464883069,1785823464884265,1196,201,96505,170298,108781,run-root-184848,false,false,true,true,1,0,2,0,0,0,0,
794,measured-agent-decision,1785823464889543,1785823464890353,810,201,87903,161861,109619,run-root-184847,false,false,true,true,1,0,2,0,0,0,0,
795,measured-agent-decision,1785823464896013,1785823464897082,1069,201,71557,155054,86064,run-root-184846,false,false,true,true,1,0,2,0,0,0,0,
796,measured-agent-decision,1785823464902479,1785823464904065,1586,201,66195,148154,80198,run-root-184845,false,false,true,true,1,0,2,0,0,0,0,
797,measured-agent-decision,1785823464908942,1785823464910710,1768,201,55827,119924,75826,run-root-184844,false,false,true,true,1,0,2,0,0,0,0,
798,measured-agent-decision,1785823464915400,1785823464916311,911,201,73795,150578,106838,run-root-184851,false,false,true,true,1,0,2,0,0,0,0,
799,measured-agent-decision,1785823464921854,1785823464923565,1711,201,68403,144903,115060,run-root-184852,false,false,true,true,1,0,2,0,0,0,0,
800,measured-agent-decision,1785823464928305,1785823464929669,1364,201,66716,143550,79241,run-root-184853,true,true,true,true,1,0,2,0,0,0,0,
801,measured-agent-decision,1785823464934751,1785823464935700,949,201,74551,137518,87731,run-root-184854,false,false,true,true,1,0,2,0,0,0,0,
802,measured-agent-decision,1785823464941194,1785823464943120,1926,201,79544,130185,118672,run-root-184857,false,false,true,true,1,0,2,1,0,0,0,
803,measured-agent-decision,1785823464947632,1785823464948543,911,201,54623,1134039,128652,run-root-184855,false,false,true,true,1,0,2,1,0,0,0,
804,measured-agent-decision,1785823464954067,1785823464955158,1091,201,72578,129414,102256,run-root-184858,false,false,true,true,1,0,2,1,0,0,0,
805,measured-agent-decision,1785823464960497,1785823464960967,470,201,54160,115162,86990,run-root-184856,false,false,true,true,1,0,2,1,0,0,0,
806,measured-agent-decision,1785823464966924,1785823464968595,1671,201,72233,116010,101938,run-root-184860,false,false,true,true,1,0,2,1,0,0,0,
807,measured-agent-decision,1785823464973347,1785823464974077,730,201,52191,103251,82777,run-root-184859,false,false,true,true,1,0,2,1,0,0,0,
808,measured-agent-decision,1785823464979766,1785823464980358,592,201,57877,103886,91459,run-root-184861,false,false,true,true,1,0,2,1,0,0,0,
809,measured-agent-decision,1785823464986181,1785823464986989,808,201,56701,1118410,100960,run-root-184862,false,false,true,true,1,0,2,1,0,0,0,
810,measured-agent-decision,1785823464992593,1785823464993320,727,201,71512,1113402,102834,run-root-184864,false,false,true,true,1,0,2,1,0,0,0,
811,measured-agent-decision,1785823464999000,1785823465000069,1069,201,49903,1097104,86465,run-root-184863,false,false,true,true,1,0,2,1,0,0,0,
812,measured-agent-decision,1785823465005404,1785823465006733,1329,201,57188,1093472,88575,run-root-184865,false,false,true,true,1,0,2,1,0,0,0,
813,measured-agent-decision,1785823465011803,1785823465013536,1733,201,63813,1093840,121655,run-root-184866,false,false,true,true,1,0,2,1,0,0,0,
814,measured-agent-decision,1785823465018199,1785823465019740,1541,201,70917,1099492,141219,run-root-184868,false,false,true,true,2,1,2,0,0,0,0,
815,measured-agent-decision,1785823465024591,1785823465025276,685,201,49646,1080917,123494,run-root-184867,false,false,true,true,2,1,2,0,0,0,0,
816,measured-agent-decision,1785823465030979,1785823465032431,1452,201,83237,1116442,209426,run-root-184870,false,false,true,true,2,1,2,0,0,0,0,
817,measured-agent-decision,1785823465037364,1785823465038257,893,201,74923,1105032,127633,run-root-184869,false,false,true,true,2,1,2,0,0,0,0,
818,measured-agent-decision,1785823465043744,1785823465044177,433,201,77027,1104860,201801,run-root-184871,false,false,true,true,2,1,2,0,0,0,0,
819,measured-agent-decision,1785823465050121,1785823465051213,1092,201,73827,1107638,196974,run-root-184872,false,false,true,true,2,1,2,0,0,0,0,
820,measured-agent-decision,1785823465056494,1785823465057927,1433,201,76266,1107583,202570,run-root-184873,false,false,true,true,2,1,2,0,0,0,0,
821,measured-agent-decision,1785823465062863,1785823465063975,1112,201,79976,1126770,217994,run-root-184874,false,false,true,true,2,1,2,0,0,0,0,
822,measured-agent-decision,1785823465069228,1785823465070329,1101,201,61437,1084517,190618,run-root-184875,false,false,true,true,2,1,2,0,0,0,0,
823,measured-agent-decision,1785823465075590,1785823465076009,419,201,66324,1094313,282522,run-root-184876,false,false,true,true,5,4,2,0,0,0,0,
824,measured-agent-decision,1785823465081947,1785823465083367,1420,201,58933,1088789,343460,run-root-184877,false,false,true,true,5,4,2,0,0,0,0,
825,measured-agent-decision,1785823465088301,1785823465088916,615,201,63609,1139915,316207,run-root-184878,false,false,true,true,5,4,2,0,0,0,0,
826,measured-agent-decision,1785823465094651,1785823465095627,976,201,60625,135451,92392,run-root-184879,false,false,true,true,1,0,2,0,0,0,0,
827,measured-agent-decision,1785823465100998,1785823465102409,1411,201,53832,130467,80299,run-root-184880,false,false,true,true,1,0,2,0,0,0,0,
828,measured-agent-decision,1785823465107340,1785823465108043,703,201,71956,146878,97780,run-root-184881,false,false,true,true,1,0,2,0,0,0,0,
829,measured-agent-decision,1785823465113679,1785823465114495,816,201,68227,139831,104296,run-root-184883,false,false,true,true,1,0,2,1,1,1,1,
830,measured-agent-decision,1785823465120015,1785823465121109,1094,201,55991,131970,100842,run-root-184882,false,false,true,true,1,0,2,1,1,1,1,
831,measured-agent-decision,1785823465126346,1785823465127552,1206,201,60835,1136815,120865,run-root-184884,false,false,true,true,1,0,2,1,1,1,1,
832,measured-agent-decision,1785823465132674,1785823465133125,451,201,63246,123131,74869,run-root-184885,false,false,true,true,1,0,2,0,0,0,0,
833,measured-agent-decision,1785823465138998,1785823465140618,1620,201,61145,127640,79956,run-root-184886,false,false,true,true,1,0,2,0,0,0,0,
834,measured-agent-decision,1785823465145318,1785823465146423,1105,201,69745,131933,89514,run-root-184887,false,false,true,true,1,0,2,0,0,0,0,
835,measured-agent-decision,1785823465151634,1785823465152504,870,201,77400,124091,99196,run-root-184889,false,false,true,true,1,0,2,0,0,0,0,
836,measured-agent-decision,1785823465157947,1785823465158910,963,201,54395,119560,74576,run-root-184888,false,false,true,true,1,0,2,0,0,0,0,
837,measured-agent-decision,1785823465164257,1785823465165858,1601,201,86925,127911,102616,run-root-184892,false,false,true,true,1,0,2,0,0,0,0,
838,measured-agent-decision,1785823465170562,1785823465171106,544,201,68686,1114415,98467,run-root-184891,false,false,true,true,1,0,2,0,0,0,0,
839,measured-agent-decision,1785823465176864,1785823465178320,1456,201,47801,100229,74788,run-root-184890,false,false,true,true,1,0,2,0,0,0,0,
840,measured-agent-decision,1785823465183162,1785823465184089,927,201,52952,1102905,84405,run-root-184893,false,false,true,true,1,0,2,0,0,0,0,
841,measured-agent-decision,1785823465189456,1785823465190020,564,201,59400,104598,77590,run-root-184894,false,false,true,true,1,0,2,0,0,0,0,
842,measured-agent-decision,1785823465195747,1785823465196231,484,201,56876,99944,68396,run-root-184895,false,false,true,true,1,0,2,0,0,0,0,
843,measured-agent-decision,1785823465202034,1785823465203107,1073,201,50135,111741,64249,run-root-184896,false,false,true,true,1,0,2,0,0,0,0,
844,measured-agent-decision,1785823465208318,1785823465209471,1153,201,79670,1126467,114611,run-root-184897,false,false,true,true,1,0,2,1,0,0,0,
845,measured-agent-decision,1785823465214598,1785823465215727,1129,201,74043,114854,103662,run-root-184898,false,false,true,true,1,0,2,1,0,0,0,
846,measured-agent-decision,1785823465220874,1785823465222581,1707,201,62482,1104711,100800,run-root-184899,false,false,true,true,1,0,2,1,0,0,0,
847,measured-agent-decision,1785823465227146,1785823465228534,1388,201,60562,103077,90937,run-root-184900,false,false,true,true,1,0,2,1,0,0,0,
848,measured-agent-decision,1785823465233415,1785823465234228,813,201,68480,1110094,112402,run-root-184901,false,false,true,true,1,0,2,1,0,0,0,
849,measured-agent-decision,1785823465239681,1785823465240160,479,201,74895,1116401,130464,run-root-184903,false,false,true,true,1,0,2,1,0,0,0,
850,measured-agent-decision,1785823465245942,1785823465247618,1676,201,72020,1126835,119752,run-root-184904,false,false,true,true,1,0,2,1,0,0,0,
851,measured-agent-decision,1785823465252200,1785823465253052,852,201,54679,1094218,101035,run-root-184902,false,false,true,true,1,0,2,1,0,0,0,
852,measured-agent-decision,1785823465258455,1785823465259008,553,201,55769,1102256,104496,run-root-184905,false,false,true,true,1,0,2,1,0,0,0,
853,measured-agent-decision,1785823465264706,1785823465265701,995,201,49464,1090128,104781,run-root-184906,false,false,true,true,1,0,2,1,0,0,0,
854,measured-agent-decision,1785823465270953,1785823465272614,1661,201,64984,1109835,102185,run-root-184907,false,false,true,true,1,0,2,1,0,0,0,
855,measured-agent-decision,1785823465277197,1785823465278350,1153,201,69423,1116412,118116,run-root-184908,false,false,true,true,1,0,2,1,0,0,0,
856,measured-agent-decision,1785823465283437,1785823465284844,1407,201,56963,1108677,132317,run-root-184909,false,false,true,true,2,1,2,0,0,0,0,
857,measured-agent-decision,1785823465289674,1785823465290107,433,201,89525,1116349,149628,run-root-184910,false,false,true,true,2,1,2,0,0,0,0,
858,measured-agent-decision,1785823465295907,1785823465297016,1109,201,95129,1124128,230979,run-root-184913,false,false,true,true,2,1,2,0,0,0,0,
859,measured-agent-decision,1785823465302136,1785823465303073,937,201,77988,1104976,226501,run-root-184912,false,false,true,true,2,1,2,0,0,0,0,
860,measured-agent-decision,1785823465308362,1785823465309129,767,201,90482,1120903,241629,run-root-184914,false,false,true,true,2,1,2,0,0,0,0,
861,measured-agent-decision,1785823465314585,1785823465314914,329,201,84288,1124926,219407,run-root-184915,false,false,true,true,2,1,2,0,0,0,0,
862,measured-agent-decision,1785823465320803,1785823465322050,1247,201,57582,1085324,120646,run-root-184911,false,false,true,true,2,1,2,0,0,0,0,
863,measured-agent-decision,1785823465327019,1785823465328313,1294,201,75241,1101689,204990,run-root-184916,false,false,true,true,2,1,2,0,0,0,0,
